EO_ID,ELCODE,EO_NUM,SNAME,COMNAME,ESA,USFS,BLM,SGCN,NPL,G_RANK,S_RANK,TOWNRANGE,COUNTY,WATERSHED,QUAD,QUADNAME,SURVEYDATE,LASTOBS,FIRSTOBS,DIRECTIONS,GENERAL_DESCRIPTION,EO_DATA,MANAGEMENT_COMMENTS,OWNER_COMMENTS,GENERAL_COMMENTS,REFERENCE_POINT_X,REFERENCE_POINT_Y,NS_EORANK,NS_EORANK_DESC,REP_ACCURACY,CONFIDENCE_EXTENT,EO_TYPE_BCD,AZ_EORANK,EORANK_COMMENTS,OWNERSHIP,SITENAME,UPDATE_AZ,INDATE_AZ,PREV_EST_AVAILABLE_DESC,POP_DATA
2338,ABXXX99999,11,Interesting bird,An interesting bird,NA,NA,NA,1C,NA,G5,S2,380N040E,Coconino,15010001,36111-F8,Emmett Hill,NA,7/10/2000,7/10/2000,House Rock Valley: House Rock Wash,Wash (flat) with tamarisk growing thicker than 50 percent ground cover.,"2000-07-10: Found two fledged long-ears with tail feathers still not fully grown and other feathers still partly grown, observed the two adults foraging around them.",NA,NA,General comments,418378.74,4057050.09,NA,NA,NA,NA,NA,NA,NA,BLM Arizona Strip Field Office,NA,2001-01-25 JDC,2001-02-01 SMS,NA,NA
6633,ABXXX99999,1,Interesting bird,An interesting bird,NA,NA,NA,1C,NA,G5,S2,040S240E,Graham,15040005,33109-A8,Fort Thomas,NA,6/8/1993,1981,Gila River: 6.2 miles east of Fort Thomas,"1993-06-08: Small patch of riparian vegetation (cottonwood, willow, sycamore, walnut, mesquite, and hackberry) within a saguaro/palo verde community. Rolling hills, west facing drainages. Spring is excluded from livestock since 1980.",1981: Fledglings in area. 1983: Fledglings in area. 1984: Fledglings in area. 1988: Fledglings in area. 1993-06-08: Two adults and at least 1 fledged chick seen.,NA,NA,General comments,604620.34,3659181.03,NA,NA,NA,NA,NA,NA,NA,BLM Safford Field Office,NA,1996-01-11 DJG,1996-01-11 SSS,NA,NA
16009,ABXXX99999,13,Interesting bird,An interesting bird,NA,NA,NA,1C,NA,G5,S2,010N120W,La Paz,15070201,33113-D4,Eagletail Mountains West,NA,5/23/1993,5/23/1993,Eagletail Mountains: Deadman Wash,"Sonoran desertscrub, arizona upland biome, along wash.",1993-05-23: 2 adults and 1 juvenile observed.,NA,NA,General comments,268580.7,3698268.5,NA,NA,High,N - Confident full extent of EO is NOT known,observation,NA,NA,BLM Yuma Field Office; Eagletail Mountains Wilderness,NA,2003-05-23 GLR,2003-09-08 SMS,NA,NA
1341,ABXXX99999,3,Interesting bird,An interesting bird,NA,NA,NA,1C,NA,G5,S2,100S060W,Maricopa,15070202,32112-E7,Deadman Gap,NA,1994,1994,Barry M Goldwater Air Force Range: Crater Range,"1994: Creosote bush, bursage, paloverde, saguaro cactus, and cholla cactus. Wash is dominated by paloverde, ironwood, mesquite, desert hackberry, catclaw acacia and desert willow.","1994: Birds observed during breeding season, frequency is 0.1 so=12.",NA,NA,General comments,326374.34,3600759.11,NA,NA,NA,NA,observation,NA,NA,DOD Barry M Goldwater Air Force Range,NA,2000-07-18 LBK,2000-08-03 SMS,NA,NA
16256,ABXXX99999,18,Interesting bird,An interesting bird,NA,NA,NA,1C,NA,G5,S2,190S090E,Pima,15050304,31111-G4,Fresno Wash,2001,2001,2001,Altar Wash: N of Las Guijas Mountains,NA,"2001: Pair, nest failed.",NA,NA,General comments,459743.8,3513685.74,NA,NA,High,N - Confident full extent of EO is NOT known,Breeding,NA,NA,FWS Buenos Aires National Wildlife Refuge; Buenos Aires Refuge Wilderness,NA,2004-01-15 GLR,2004-02-25 SMS,NA,NA
16257,ABXXX99999,19,Interesting bird,An interesting bird,NA,NA,NA,1C,NA,G5,S2,190S080E,Pima,15050304,31111-F4,Las Guijas,2001,2001,2001,Altar Wash: N of Las Guijas Mountains,NA,"2001: Pair, fledged 2.",NA,NA,General comments,454278.64,3510982.79,NA,NA,High,N - Confident full extent of EO is NOT known,Breeding,NA,NA,FWS Buenos Aires National Wildlife Refuge; Buenos Aires Refuge Wilderness,NA,2004-01-15 GLR,2004-02-25 SMS,NA,NA
16258,ABXXX99999,20,Interesting bird,An interesting bird,NA,NA,NA,1C,NA,G5,S2,210S080E,Pima,15050304,31111-E5,Presumido Peak,2001,2001,2001,Baboquivari Mountains: Bajillo De Las Chivas,NA,"2001: Pair, fledged 4.",NA,NA,General comments,448598.28,3495855.08,NA,NA,High,N - Confident full extent of EO is NOT known,Breeding,NA,NA,FWS Buenos Aires National Wildlife Refuge; Buenos Aires Refuge Wilderness,NA,2004-01-15 GLR,2004-02-25 SMS,NA,NA
16259,ABXXX99999,21,Interesting bird,An interesting bird,NA,NA,NA,1C,NA,G5,S2,210S080E,Pima,15050304,31111-E5,Presumido Peak,2001,2001,2001,Baboquivari Mountains: Bajillo De Las Chivas,NA,"2001: Pair, fledged 4.",NA,NA,General comments,446460.17,3491123.18,NA,NA,High,N - Confident full extent of EO is NOT known,Breeding,NA,NA,FWS Buenos Aires National Wildlife Refuge; Buenos Aires Refuge Wilderness,NA,2004-01-15 GLR,2004-02-25 SMS,NA,NA
16260,ABXXX99999,22,Interesting bird,An interesting bird,NA,NA,NA,1C,NA,G5,S2,220S080E,Pima,15050304,31111-E5,Presumido Peak,2001,2001,2001,Baboquivari Mountains: Pozo Verde Mountains,NA,"2001: Pair, nest failed.",NA,NA,General comments,447143.19,3489857.21,NA,NA,High,N - Confident full extent of EO is NOT known,Breeding,NA,NA,FWS Buenos Aires National Wildlife Refuge; Buenos Aires Refuge Wilderness,NA,2004-01-15 GLR,2004-02-25 SMS,NA,NA
16261,ABXXX99999,23,Interesting bird,An interesting bird,NA,NA,NA,1C,NA,G5,S2,220S080E,Pima,15080200,31111-E5,Presumido Peak,2001,2001,2001,Pozo Verde Mountains: Compartidero Flats,NA,"2001: Pair, fledged 2.",NA,NA,General comments,448696.23,3487595.25,NA,NA,High,N - Confident full extent of EO is NOT known,Breeding,NA,NA,FWS Buenos Aires National Wildlife Refuge; Buenos Aires Refuge Wilderness,NA,2004-01-15 GLR,2004-02-25 SMS,NA,NA
16263,ABXXX99999,24,Interesting bird,An interesting bird,NA,NA,NA,1C,NA,G5,S2,220S080E,Pima,15050304,31111-E4,Wilbur Canyon,2001,2001,2001,San Luis Mountains: Compartidero Flats,NA,"2001: Pair, nest failed.",NA,NA,General comments,453980.43,3489098.21,NA,NA,High,N - Confident full extent of EO is NOT known,Breeding,NA,NA,FWS Buenos Aires National Wildlife Refuge; Buenos Aires Refuge Wilderness,NA,2004-01-15 GLR,2004-02-25 SMS,NA,NA
16205,ABXXX99999,17,Interesting bird,An interesting bird,NA,NA,NA,1C,NA,G5,S2,190N150W,Mohave,15030201,35113-A8,Hualapai Peak,6/5/1979,6/5/1979,6/5/1979,Hualapai Mountains: Hualapai Peak,Ponderosa pine and oak. Condition of habitat is fair.,1979-06-05: Pair with 4 young (14 days) at nest 3-79. Pair with 4 young (21 days) at nest 4-79.,NA,NA,General comments,236364.2,3879713.04,BC,Good or fair estimated viability,Medium,N - Confident full extent of EO is NOT known,Breeding,NA,NA,NA,NA,2003-12-12 GLR,2004-01-09 SMS,NA,NA
16202,ABXXX99999,16,Interesting bird,An interesting bird,NA,NA,NA,1C,NA,G5,S2,200N140W,Mohave,15030201,35113-A7,Dean Peak,6/5/1979,6/5/1979,3/6/1979,Hualapai Mountains: Dean Peak,"Pinyon-juniper habitat, rolling hills. Habitat condition is poor-fair.",1979-03-06--06-05: Pair with 2 young (14 days).,NA,NA,General comments,245032.31,3889923.39,BD,"Good, fair, or poor estimated viability",Medium,N - Confident full extent of EO is NOT known,Breeding,NA,NA,Private,NA,2003-12-12 GLR,2004-01-09 SMS,NA,NA
16201,ABXXX99999,15,Interesting bird,An interesting bird,NA,NA,NA,1C,NA,G5,S2,165N130W,Mohave,15030201,34113-G5,Tule Wash,6/5/1979,6/5/1979,3/27/1979,Big Sandy River: Tule Wash,"Foothills paloverde, saguaro, mesquite riparian. Habitat condition is fair.","1979-03-27--06-05: Pair, fledged 5.",NA,NA,General comments,260969.71,3852696.73,BC,Good or fair estimated viability,Medium,N - Confident full extent of EO is NOT known,Breeding,NA,NA,Private; Carrow Stephens ACEC,NA,2003-12-12 GLR,2004-01-09 SMS,NA,NA
14719,ABXXX99999,9,Interesting bird,An interesting bird,NA,NA,NA,1C,NA,G5,S2,240N090W,Yavapai,15010007,35113-D2,Yampai,NA,5/29/2000,5/29/2000,West of Aubrey Valley: about 2 miles southwest of Yampai,Grassland with large junipers.,"2000-05-29: Downy fledgling below nest, 1 or 2 adults flushed from area.",NA,NA,General comments,298250.26,3927499.79,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2001-01-24 JDC,2001-02-01 SMS,NA,NA
22851,ABXXX99999,25,Interesting bird,An interesting bird,NA,NA,NA,1C,NA,G5,S2,050N300E,Apache,15040004,33109-G2,Alpine,NA,4/24/2013,4/24/2013,Apache-Sitgreaves National Forest: Coleman Creek,2013-04-24: Mixed conifer.,"2013-04-24: 1 adult female observed on nest, 1 adult male roosting in nest tree, not handled.",NA,NA,General comments,669251,3741544,E,Verified extant (viability not assessed),High,N - Confident full extent of EO is NOT known,Observation,NA,NA,USFS Apache-Sitgreaves National Forest; Alpine Ranger District; Alpine Grazing Allotment,NA,2015-08-05 EJR,2015-08-05 EJR,No,2013: min= 2: max= :precision= Quantitative
16010,ABXXX99999,14,Interesting bird,An interesting bird,NA,NA,NA,1C,NA,G5,S2,050N310E,Apache,15040004,33109-G1,Luna Lake,NA,5/14/1991,5/14/1991,San Francisco River: Luna Lake,Less than 2% slope generally sw aspect. Pipo/muvi. Clump of 4-6 large pp. Closed canopy at nest.,"1991-05-14: Nestling blown out of nest, adult perched on limb adjacent to nest.",NA,NA,General comments,677556.79,3745645.53,NA,NA,High,N - Confident full extent of EO is NOT known,NA,NA,NA,USFS Apache-Sitgreaves National Forest; Alpine Ranger District; Coyote-Whitmer Grazing Allotment,NA,2003-09-03 GLR,2003-09-08 SMS,NA,NA
22874,ABXXX99999,26,Interesting bird,An interesting bird,NA,NA,NA,1C,NA,G5,S2,060N300E,Apache,15020001,33109-H2,Nutrioso,NA,6/18/2013,6/18/2013,Apache-Sitgreaves National Forest: Auger Creek,2013-06-18: Mixed conifer.,"2013-06-18: 1 adult male and 1 adult unknown flushed from roost, not handled.",NA,NA,General comments,663815,3754218,E,Verified extant (viability not assessed),High,N - Confident full extent of EO is NOT known,Observation,NA,NA,USFS Apache-Sitgreaves National Forest; Alpine Ranger District; Nutrioso Summer Grazing Allotment,NA,2015-08-11 EJR,2015-08-11 EJR,No,2013: min= 2: max= :precision= Quantitative
14987,ABXXX99999,2,Interesting bird,An interesting bird,NA,NA,NA,1C,NA,G5,S2,090N240E,Apache,15020005,34109-B7,Sponseller Mountain,NA,5/25/1993,5/25/1993,White Mountains: about 4.0 miles SE of Sponseller Mountain.,"1993-05-25: Ponderosa pine, oak, mutton grass, wetern wheat, and blue grama habitat. Flat, level area with no slope.","1993-05-25: Stick nest in lower third of a ponderosa pine found, 4 young and 1 adult observed, 1 nestling on the ground in poor condition, taken to agfd.",NA,NA,General comments,607825.29,3783785.1,NA,NA,NA,NA,NA,NA,NA,USFS Apache-Sitgreaves National Forest; Lakeside Ranger District,NA,1996-01-11 DJG,1996-01-11 SSS,NA,NA
6405,ABXXX99999,97,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,130S300E,Cochise,15040006,32109-C3,Olga,NA,2000,2000,Chiricahua Mountains: San Simon River,NA,"2000: 2 adults, 1 nest, 1 fledgling.",NA,NA,General comments,663047.87,3577514.62,NA,NA,NA,NA,NA,NA,NA,BLM Safford Field Office,NA,2002-05-08 GLR,2002-05-10 SMS,NA,NA
8848,ABXXX99999,73,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,120S290E,Cochise,15040006,32109-C3,Olga,NA,2000,1999,San Simon River: west of Mckenzie Peak,NA,"1999: 2 adults, 1 nest, 1 fledgling. 2000: 2 adults, 1 nest (failed).",NA,NA,General comments,656775.31,3581658.28,NA,NA,NA,NA,NA,NA,NA,BLM Safford Field Office,NA,2002-05-07 GLR,2002-05-10 SMS,NA,NA
9061,ABXXX99999,96,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,120S290E,Cochise,15040006,32109-D3,Martin Well,NA,2000,2000,San Simon River: the Fan,NA,"2000: Total of 2 adults, 2 nests, 4 fledglings for 2 territories.",NA,NA,General comments,653612.65,3583986.51,NA,NA,NA,NA,NA,NA,NA,BLM Safford Field Office,NA,2002-05-08 GLR,2002-05-10 SMS,NA,NA
9062,ABXXX99999,106,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,120S290E,Cochise,15040006,32109-D4,Ryan Draw,NA,2000,2000,San Simon River: E of Fisher Hills,NA,"2000: 2 adults, 1 nest, 1 fledgling.",NA,NA,General comments,650097.6,3584385.45,NA,NA,NA,NA,NA,NA,NA,BLM Safford Field Office,NA,2002-05-08 GLR,2002-05-10 SMS,NA,NA
12668,ABXXX99999,3,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,150S140E,Pima,15050301,32110-B7,Tucson East,NA,2000,6/19/1996,Tucson: Davis-Monthan Air Force Base,"1996-06-19: Desert scrub with palo verde, mesquite, creosote, cholla, and prickly pear.","1996-06-19: Active nest found, 1 adult female, 1 downy nestling, 1 adult male chasing turkey vulture away from nest area. 1999: 2 adults, 1 nest (failed). 2000: 2 adults, 1 nest, 2 fledglings.",NA,NA,General comments,512225.8,3557016.06,NA,NA,NA,N - Confident full extent of EO is NOT known,NA,NA,NA,DOD Davis-Monthan Air Force Base,NA,2002-05-02 GLR,1996-07-28 SSS,NA,NA
4769,ABXXX99999,52,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,140S140E,Pima,15050301,32110-B8,Tucson,NA,2009-08,1999,Tucson: West of Pantano Wash,2009-08: Mesquite tree.,"1999: Total of 4 adults, 2 nests, 3 fledglings in 2 territories. 2000: 2 adults, 1 nest, 2 fledglings. 2009-08: 1 active nest.",NA,NA,General comments,509814.55,3559431.2,E,Verified extant (viability not assessed),High,N - Confident full extent of EO is NOT known,observation,NA,NA,DOD Davis-Monthan Air Force Base; BLM Tucson Field Office,NA,2012-02-21 JKD,2002-05-10 SMS,NA,1999: min= 4: max= 7:precision= Quantitative;2000: min= 2: max= 4:precision= Quantitative;2009: min= 1: max= :precision= Quantitative
5638,ABXXX99999,105,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,220S200E,Cochise,15050202,31110-D3,Miller Peak,NA,2000,2000,Huachuca Mountains: Fort Huachuca,NA,"2000: 2 adults, 1 nest (failed).",NA,NA,General comments,567652.41,3484717.46,NA,NA,NA,NA,NA,NA,NA,DOD Fort Huachuca Military Reservation,NA,2002-05-08 GLR,2002-05-10 SMS,NA,NA
7214,ABXXX99999,81,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,220S200E,Cochise,15050202,31110-E3,Fort Huachuca,NA,2000,1999,Huachuca Mountains: S of Fort Huachuca,NA,"1999: 2 adults, 1 nest (failed). 2000: 2 adults, 1 nest, 1 fledgling.",NA,NA,General comments,565094.16,3486223.69,NA,NA,NA,NA,NA,NA,NA,DOD Fort Huachuca Military Reservation,NA,2002-05-07 GLR,2002-05-10 SMS,NA,NA
